,extract_id,target,target_compound,target_compound_bolded,text,url
682,2262,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨," al» vei toniist h kabirn tarnen rot ■ allerlei ; .beden, uit- en 𝙞𝙣𝙝𝙚𝙚𝙢𝙨. • dels. fossteli n, enz.Hij I komen.Hij Be Inen '.ervrolykte all",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110559110:mpeg21:a0128
683,2261,dwerg,dwerg,𝙙𝙬𝙚𝙧𝙜,n.Op het oogenblik neemt ze b. v. een proef met het verschepen van 𝙙𝙬𝙚𝙧𝙜 bacoven (2 akkers).2.Vi aag: Is van de bepaalde sinaasappelsoorten,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010985549:mpeg21:a0031
684,2260,indo,Indonesi,𝙄𝙣𝙙𝙤𝙣𝙚𝙨𝙞,-Europeanen. .Verrassen kan dit niet.Maar voor de verhoudingen in 𝙄𝙣𝙙𝙤𝙣𝙚𝙨𝙞ë heeft deze gevoelsdaad toch wel beteekenis.Hij drijft de Indo's ,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011116432:mpeg21:a0150
685,2259,westers,Westers,𝙒𝙚𝙨𝙩𝙚𝙧𝙨,Plymouth. m.s. pass.13/10 Lizard. «ydra ms pass.13/10 Lizard. ida 𝙒𝙚𝙨𝙩𝙚𝙧𝙨 m.s. 13/10 v.Newport n.Par.,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010673317:mpeg21:a0300
686,2258,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢,"ter aangekocht; en het •eerste werk daarmede gedrukt, de Diwkn van 𝙈𝙤𝙨𝙡𝙞𝙢 ibno 'l-Walid, uitgegeven door prof.M.J. de Goeje, zag, ter gelege",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010146816:mpeg21:a0080
687,2257,wild,Wilde,𝙒𝙞𝙡𝙙𝙚,hreven wordt.Er is eene treffende vergelijking uit de dierenwereld.𝙒𝙞𝙡𝙙𝙚 en tamme dieren zullen met elkander verkeeren; we kunnen ze ongete,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184314:mpeg21:a0015
688,2256,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,ennen van de hedendaagse Nederlandse architectuur.Hier vindt ge 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 en nieuw-zakelijke raadhuizen in bonte verscheidenheid bijeen.W,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010944714:mpeg21:a0163
689,2255,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,"Santo- n.Man 11*: R.𝙈𝙖𝙧𝙧𝙤𝙣, 0 Ir en.Msnilla'n.8..»t0n; 20 Jnl.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110539312:mpeg21:a0044
690,2254,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢,at de regeering spijt had van haar lange weigering en samen met de 𝙈𝙤𝙨𝙡𝙞𝙢 alles wilde doen om den godsdienst zoo spoedig mogelijk te verbrei,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010540873:mpeg21:a0072
691,2253,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢," aan, God)3®|É§ Een belijder lvan 'dezen god3dienst heet Moslem of.𝙈𝙤𝙨𝙡𝙞𝙢, in het!meervoud|Moslemin ;;. uit dezen laatstën : vorm • hebben d",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011216289:mpeg21:a0043
692,2252,halfbloed,halfbloed,𝙝𝙖𝙡𝙛𝙗𝙡𝙤𝙚𝙙,een!om er een mooie Engelsche brik voor te koopen met een mooien 𝙝𝙖𝙡𝙛𝙗𝙡𝙤𝙚𝙙 in een prachtig tuig.Alle chauffeurs zullen er geel en groen van,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010341131:mpeg21:a0020
693,2251,indiaan,Indiaan,𝙄𝙣𝙙𝙞𝙖𝙖𝙣,"mandeerd.Hoeveel van deze mannen behooren aan Don Marcos?vroeg de 𝙄𝙣𝙙𝙞𝙖𝙖𝙣. —Vieren twintig, antwoordde de man, tot wien hij deze vraag had ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011179992:mpeg21:a0030
694,2250,halfbloed,halfbloed,𝙝𝙖𝙡𝙛𝙗𝙡𝙤𝙚𝙙,"chelijk sentiment bevredigd.De tweede film, „Het verraad van den 𝙝𝙖𝙡𝙛𝙗𝙡𝙤𝙚𝙙"" geeft den zingenden cowboy Gene Autry met zijn troep verkenners",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010540035:mpeg21:a0055
695,2249,ras,ras,𝙧𝙖𝙨,"iteit in Ptnnsyl.vutia| Bqis..De drie beste dichters van het zwarje 𝙧𝙖𝙨 had| M ii blanke vadvrs,cn.groot-vaders 1- Chosnut l.eeft nay.woc •",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011213280:mpeg21:a0016
696,2248,bediende,bediende,𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚,"de uib om een partij goed te verkoopen, welke f 400 waard was.Dei 𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚 gong er mede naar Rotteadaim en zette de partij voor f 165 van de",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010129731:mpeg21:a0069
697,2247,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"edraagt de oogst Van 1913 in 38 gouvernementen van Europeesch en 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 Rusland: voor rogge 1568 millioen poed,"" voor tarwe 1707,. voor ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010109404:mpeg21:a0168
698,2246,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"wacht, die te Rome gedurende twee jaren Sint Paulus bewaakte, en 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 acht spreker het zoo goed als bewezen, dat er althans enkele Bra",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010248304:mpeg21:a0131
699,2245,misvormden,misvormden,𝙢𝙞𝙨𝙫𝙤𝙧𝙢𝙙𝙚𝙣,de die van een normalen vrouwenvoet en een door te nauwen echoen 𝙢𝙞𝙨𝙫𝙤𝙧𝙢𝙙𝙚𝙣 voet.Het aanschouwen van deze twee inzendingen alleen reeds Is e,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620740:mpeg21:a0144
700,2244,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,s de re-incarnatie van een beroemd heilige en wijze — vormt den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 van bet wisselend relaas der gebeurtenissen.Zijn opleiding als ,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010762424:mpeg21:a0165
701,2243,muzelman,Muzelman,𝙈𝙪𝙯𝙚𝙡𝙢𝙖𝙣,"ADO, a November.(Eigen Megr.)Te Prterend is de autoriteii-n en de 𝙈𝙪𝙯𝙚𝙡𝙢𝙖𝙣] snnen, rden, werd • staf b-zocht, die zijn on do gelegi complimi",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110547070:mpeg21:a0035
702,2242,exotisch,exotisch,𝙚𝙭𝙤𝙩𝙞𝙨𝙘𝙝,"k geval in het rondom-tropische land, in Ferzie, Achter-Indiö, in 𝙚𝙭𝙤𝙩𝙞𝙨𝙘𝙝 mysterie-land.Alles vloeit, panta rei, in zachtheid en geheim.Het",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010009818:mpeg21:a0136
703,2240,inboorling,inboorling,𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜,"eden worden, behalven' voor een of twee die overbleven, door hun 𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜 onderdanen als gevolg van hun begeerlijkheid ge•dood.Dezen schen",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184734:mpeg21:a0020
704,2239,homo,Homo,𝙃𝙤𝙢𝙤,"ouw is.En dan is m. i. anonimiteit ook in dat geval geoorloofd.Waar 𝙃𝙤𝙢𝙤 sum nu spreekt van anonieme hatelijkheden,daar betreedt 7.1-. tater",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110553771:mpeg21:a0185
705,2238,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"oolwich, zich bijzonder onderscheiden in de wereldoorlog met zijn 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 regiment in Mesopotamië.De vorst van Jodpoer stamt uit een der ou",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281460:mpeg21:a0056
706,2237,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"rij te ontwikkelen, waartoe het wijst op het voorbeeld van een 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 te Poeger aan Java's Zuidkust.„Een aardig bewijs, hoezeer de E",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010649936:mpeg21:a0184
707,2236,mongool,Mongool,𝙈𝙤𝙣𝙜𝙤𝙤𝙡," do.or onrechtmatige macht van den Caucasler, over den Neger, den 𝙈𝙤𝙣𝙜𝙤𝙤𝙡 of welken persoon behoorende tot een ander ras of stam ook.Onderl",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621159:mpeg21:a0051
708,2235,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝, aan te vallen en zijn beurs te eischen?Struikroover: Ik had een 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 recht op zijn beurs.Rechter: Hoe zoo?' Struikroover : Ik heb hem,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011212283:mpeg21:a0021
709,2234,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"m den heer Gode Molsbergen, zooals spr. hem noemde do onbekende 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 van de boekjes die op scholen in Zuid- Afrika worden gebruikt.D",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010652780:mpeg21:a0170
710,2233,primitief,Primitief,𝙋𝙧𝙞𝙢𝙞𝙩𝙞𝙚𝙛,"sjaar 1902/1903 Primitief Kohier.B. en W. doen te weten, dat het 𝙋𝙧𝙞𝙢𝙞𝙩𝙞𝙚𝙛 Kohiei van schoolgeld aan de openbare lagere scholen dei 3e klas",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010129670:mpeg21:a0129
711,2232,koelie,koelie,𝙠𝙤𝙚𝙡𝙞𝙚,"slechts een antwoord worden gegeven : I krachtig strijden, tot het 𝙠𝙤𝙚𝙡𝙞𝙚 ijzer van ' onze Wapens de koorfeie—peratuur van onze vijanden wee",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010191593:mpeg21:a0057
712,2231,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨," Senegal.Vervolgens zijn er nog meerdere missiegebieden, waar een 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 priester hoofd der missie is.Toen Pius XI Zijn pontificaat begon,",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281873:mpeg21:a0016
713,2229,ras,ras,𝙧𝙖𝙨," afgeleid worden,""dat de gemengde huwelijken met personen van ander 𝙧𝙖𝙨, die geen Joden zijn, thans geoorloofd, of gewenscht... mogen worde",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011218069:mpeg21:a0067
714,2227,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"n.De medskes dansten rondedansjes, terwijl stoere mannen in het 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 costuum op hun torsene paarden elkaar den prijs betwistten met ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010657551:mpeg21:a0154
715,2226,marron,marron,𝙢𝙖𝙧𝙧𝙤𝙣,"lf lang.Men maakt ze van bcverlakcn, in de kleuren blauw, marengo, 𝙢𝙖𝙧𝙧𝙤𝙣 of donker beige.De kraag is van fluweel, /eer bieed met verlengde ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110559733:mpeg21:a0058
716,2225,handicap,handicapper,𝙝𝙖𝙣𝙙𝙞𝙘𝙖𝙥𝙥𝙚𝙧,"atsen, dat elk van hen kans heeft te winnen.Het ideaal, van den 𝙝𝙖𝙣𝙙𝙞𝙘𝙖𝙥𝙥𝙚𝙧 is dus; da* aide paarden, op welken afstand zij dan pok geplaat",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010164031:mpeg21:a0011
717,2224,gekleurd,gekleurd,𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙,"van de schitterende verlichting,\die'heel Albina, als een,zee van 𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙 licht deed schijnen ,7 én van het mooie vuurwerk.1""; Alleen wil i",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214589:mpeg21:a0011
718,2223,baboe,baboe,𝙗𝙖𝙗𝙤𝙚," de vierschaar plaats namen om verversehingen te gebruiken, Ook de 𝙗𝙖𝙗𝙤𝙚 uit het naburige theehuisje, in haar beste sarong en kaïn gestoken",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010161593:mpeg21:a0039
719,2222,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,lesner Rooi speelt; wellicht valt hij voor Schoor» Jeer in in hot 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 dubbelspol): in «lo onderste hellt •ia do ncbroedort» van Lennei»,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010036859:mpeg21:a0035
720,2221,baboe,baboe,𝙗𝙖𝙗𝙤𝙚,"langstelling""; nu ja dal!is een uitstekende dekmantel.„Doch ik ver 𝙗𝙖𝙗𝙤𝙚!zoodoende al mijn tijd en als Gerard van school Komt. wij hij wel ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010225494:mpeg21:a0109
721,2220,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,et zou bij een poging blijven.Maar toch zou hij nog iets aan de 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 uiting van erkentelijkheid willen toevoegen.Spr. heeft getracht,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010546747:mpeg21:a0036
722,2219,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,en godsdienstigen bodem.Niet gaarne wil men dien godsdienstigen 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 en bodem verliezen.Die godsdienstige trekken en usantiën wil me,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185516:mpeg21:a0055
723,2218,negercultuur,negercultuur,𝙣𝙚𝙜𝙚𝙧𝙘𝙪𝙡𝙩𝙪𝙪𝙧,"e trommels.„Een der voor blanken ondoorgrondelijke uitingen der 𝙣𝙚𝙜𝙚𝙧𝙘𝙪𝙡𝙩𝙪𝙪𝙧, •— aldus Mr.Catz — eene waarvoor onze zintuigen blijkbaar niet",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011216591:mpeg21:a0032
724,2217,berber,berber,𝙗𝙚𝙧𝙗𝙚𝙧," verordening ii» te voeren, die tot beperking van het bezoeken van 𝙗𝙚𝙧𝙗𝙚𝙧 gen door viouwen moeten leiden Mijn geheele instemming heeft de on",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011213831:mpeg21:a0019
725,2216,wild,wilde,𝙬𝙞𝙡𝙙𝙚," vuur schoot, wanneer hij boos .werd, doch als, hij zich aangenaam 𝙬𝙞𝙡𝙙𝙚 maken, vooral bij de dames, dan hadden deze beide kijkers eene bet",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011186276:mpeg21:a0048
726,2215,stam,stam,𝙨𝙩𝙖𝙢,"opgehouden te bestaan.In plaats van de bevolking van echt-Fransehen 𝙨𝙩𝙖𝙢 zal dan een conglomeraat van Vlamingen, Duitschers, Spanjaarden en ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280018:mpeg21:a0034
727,2214,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"h zooveel moeiten gegeven hebben.Daarom vertrouw ik, dat, nu dit 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 moment in de mirakel-geschiedenis daar is, hun van ouds bekend g",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010548451:mpeg21:a0030
728,2213,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣, County to Gerrit Klay E SE 16-96-43.$8000.P D Helgens & wf to P H 𝙈𝙖𝙧𝙧𝙤𝙣 SW NE 36-94-47.$1800.'■■ ■— Herman - J-Luymes&wf to W S Short W NE,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184498:mpeg21:a0060
729,2212,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"dheden, die een einde willen maken aan het conflict, dat aan het 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 barbarisme de poort naar het Westen opent.OVER den toestand in h",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010986290:mpeg21:a0015
730,2211,negerslaven,negerslaven,𝙣𝙚𝙜𝙚𝙧𝙨𝙡𝙖𝙫𝙚𝙣,ale concurrentie konden worden.In Spanje Zelf waren niet genoeg 𝙣𝙚𝙜𝙚𝙧𝙨𝙡𝙖𝙫𝙚𝙣 en het had ook geen bezittingen op de Westkust van Afrika.De Sp,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010547429:mpeg21:a0069
731,2210,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"e, Arabi. *t> Soord-Atrtt* en werd hoogst ■/..aracbynlyk van bet 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 confl.ient naar lapan en Auieri** «gevoerd waar zu In Meiie. >u ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110541918:mpeg21:a0145
732,2209,stam,stammen,𝙨𝙩𝙖𝙢𝙢𝙚𝙣,"sische, cultuur bepaald.Daarbuiten woonden „barbaren"".Zooals deze 𝙨𝙩𝙖𝙢𝙢𝙚𝙣 hun woonruimte hebben afgeperkt door hun stambewustzijn, zoo vorm",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010325237:mpeg21:a0013
733,2207,eskimo,Eskimo's,𝙀𝙨𝙠𝙞𝙢𝙤𝘜𝙨,"ond.Op SI graden N.B. (noorderbreedte) trof men niet alleen geene 𝙀𝙨𝙠𝙞𝙢𝙤𝘜𝙨 meer aan, maar bijna goen levend wezen werd er gezien.Men gelooft",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182605:mpeg21:a0043
734,2205,gekleurd,gekleurd,𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙,"der mooi, en de wind en hun snelle vaart hadden haar gelaat rozig 𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙.Volgens Donald geleek zij op de godin van den dageraad; en haar h",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662403:mpeg21:a0142
735,2204,roots,grootst,𝙜𝙧𝙤𝙤𝙩𝙨𝙩,"eest vernuftig© geesten opgesteld, versierd en verlucht, door de. 𝙜𝙧𝙤𝙤𝙩𝙨𝙩© beeldend© kunstenaars die ooit d© wereld voortbracht; «Jank te z",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010647870:mpeg21:a0083
736,2203,inheems,Inheems,𝙄𝙣𝙝𝙚𝙚𝙢𝙨,"uchten.100. plantensoort uit de familie der Liliaceeën, ln Afrika 𝙄𝙣𝙝𝙚𝙚𝙢𝙨 ch.Verticaal.1.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010326204:mpeg21:a0231
737,2202,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"n omgang met kam» ponggenooten, meerendeels Inlanders, komt do 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 geleidelijk in de Inlandscho 'sfeer.Welk ideaal in sommige die",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010016582:mpeg21:a0089
738,2201,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,t gouden jubileum in beperkter kring was gevierd.N.i .il door een 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 koor .1 uit de Schepping v..n li.udr. was gesongenende heer F.Lom,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110557147:mpeg21:a0048
739,2200,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"den worden met verschillende reeds vastgestelde wedstrijden der 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 tournooien, zoals de Zilveren Bal en het Aroltournooi.Voor vers",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010940057:mpeg21:a0112
740,2199,aboriginal,aboriginal,𝙖𝙗𝙤𝙧𝙞𝙜𝙞𝙣𝙖𝙡,"e Romans.It can never be satisfactorily ascertained who were the 𝙖𝙗𝙤𝙧𝙞𝙜𝙞𝙣𝙖𝙡 inhabltants.The recurd does not reach beyond Caesar's epoch, and",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621421:mpeg21:a0138
741,2198,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,orgen de huiselijke godsdienstoefeningen worden gehouden.Op den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 stonden hier opgesteld «Be verpleegden.Met palmen en portretten,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010177084:mpeg21:a0063
742,2197,berber,Berberoorlog,𝘽𝙚𝙧𝙗𝙚𝙧𝙤𝙤𝙧𝙡𝙤𝙜," en het eten van varkensvleesch.Wanneer de laatste phase in den 𝘽𝙚𝙧𝙗𝙚𝙧𝙤𝙤𝙧𝙡𝙤𝙜 zal zijn doorgemaakt, blijven er nog twee smalle landstrooken o",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010692890:mpeg21:a0232
743,2196,marron,marron,𝙢𝙖𝙧𝙧𝙤𝙣,"r een persoonlijke ontmoeting.Ik woon in Oegstgeest, heb inderdaad 𝙢𝙖𝙧𝙧𝙤𝙣-rood haar (al is het geverfd en geen naturel, maar ik vond de kleu",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010018829:mpeg21:a0045
744,2195,aziatisch,AziatischeJgeit,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚𝙅𝙜𝙚𝙞𝙩,"wijte Charleston ""zagen ?van de zoogéuaamde Kachi> mir|eriyde^𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚𝙅𝙜𝙚𝙞𝙩|wasl beslist fmin? , % De j halfbloeds zooals: wjj breeds zei",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011215908:mpeg21:a0003
745,2194,lilliputter,lilliputter,𝙡𝙞𝙡𝙡𝙞𝙥𝙪𝙩𝙩𝙚𝙧,"ollega, trekt hij nu reeds 8 jaar gezamenlijk de wereld rond.De 𝙡𝙞𝙡𝙡𝙞𝙥𝙪𝙩𝙩𝙚𝙧 is 23 jaar.Een geweldig rocker, zoo klein als hij is... 15 zwar",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010234720:mpeg21:a0128
746,2193,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"aar, de officieele vertegenwoordiger (op dat moment althans) van 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 Nederland, bracht het niet verdei dan de deurmat. — Gaat u maar ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010885376:mpeg21:a0130
747,2192,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,"mum van 75 % van het begin September geïnventariseerde aantal aan 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 graan 1,7 7.Kalkoenen van georganiseerden bij de L.C.O.'s voor he",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110599576:mpeg21:a0132
748,2191,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,".En die verwachting is vervuld geworden.Het koor, nu gelukkig een 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 koor — ik zeg gelukkig, omdat een koor pas in staat is aan alle e",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010884220:mpeg21:a0126
749,2190,islamiet,Islamiet,𝙄𝙨𝙡𝙖𝙢𝙞𝙚𝙩,"ten uit den Koran, zooals het verbod om wijn te drinken, neemt de 𝙄𝙨𝙡𝙖𝙢𝙞𝙚𝙩 in Indië het niet zoo nauw.In tegenstelling met het Boedhisme wor",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010667677:mpeg21:a0134
750,2189,muzelman,Muzelman,𝙈𝙪𝙯𝙚𝙡𝙢𝙖𝙣,"oran in de hand, aan \v tossen, dat Moeley Hafid. indien hij goed 𝙈𝙪𝙯𝙚𝙡𝙢𝙖𝙣 is, verplicht is. den heiligen oorlog te proclameeren.\4'ij voor ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110555927:mpeg21:a0007
751,2188,marron,marron,𝙢𝙖𝙧𝙧𝙤𝙣,"ak een langwerpige opening was van ruim een voet bretdte.""Daar een 𝙢𝙖𝙧𝙧𝙤𝙣 is!""riep Obo, met een gesmoorde stem.En Wemel bij den arm grijpend",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110612988:mpeg21:a0093
752,2187,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"aat kan zijn van jarenlang zoeken op het pair' Prachtig doet de 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙, waarop men dan ook het ..ruitrrgovecht"" stel Een tegenhanger v",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110556347:mpeg21:a0208
