anonymised_participant_id,extract_id,response,suggestion
364,2580,Weet ik niet,
365,2580,Niet omstreden,
366,2580,Niet omstreden,
367,2580,Niet omstreden,
368,2580,Niet omstreden,Riep een hindoe
369,2580,Niet omstreden,
370,2580,Niet omstreden,
364,2579,Weet ik niet,
365,2579,Niet omstreden,
366,2579,Niet omstreden,
367,2579,Niet omstreden,
368,2579,Niet omstreden,
369,2579,Niet omstreden,
370,2579,Niet omstreden,
364,2578,Weet ik niet,
365,2578,Niet omstreden,
366,2578,Niet omstreden,
367,2578,Niet omstreden,
368,2578,Niet omstreden,
369,2578,Niet omstreden,
370,2578,Niet omstreden,
364,2577,Omstreden naar huidige maatstaven,
365,2577,Onleesbare OCR,
366,2577,Niet omstreden,
367,2577,Niet omstreden,
368,2577,Niet omstreden,
369,2577,Niet omstreden,
370,2577,Niet omstreden,
364,2576,Onleesbare OCR,
365,2576,Niet omstreden,
366,2576,Niet omstreden,
367,2576,Niet omstreden,
368,2576,Niet omstreden,
369,2576,Niet omstreden,
370,2576,Niet omstreden,
364,2574,Weet ik niet,
365,2574,Omstreden naar huidige maatstaven,
366,2574,Omstreden naar huidige maatstaven,
367,2574,Omstreden naar huidige maatstaven,Slavenkust
368,2574,Omstreden naar huidige maatstaven,Slavenkust
369,2574,Omstreden naar huidige maatstaven,
370,2574,Omstreden naar huidige maatstaven,
364,2573,Onleesbare OCR,
365,2573,Weet ik niet,
366,2573,Niet omstreden,
367,2573,Weet ik niet,
368,2573,Niet omstreden,
369,2573,Omstreden naar huidige maatstaven,
370,2573,Niet omstreden,
364,2572,Omstreden naar huidige maatstaven,
365,2572,Niet omstreden,
366,2572,Niet omstreden,
367,2572,Niet omstreden,
368,2572,Niet omstreden,
369,2572,Niet omstreden,
370,2572,Niet omstreden,
364,2570,Weet ik niet,
365,2570,Omstreden naar huidige maatstaven,
366,2570,Weet ik niet,
367,2570,Omstreden naar huidige maatstaven,Bosjesman
368,2570,Niet omstreden,
369,2570,Niet omstreden,
370,2570,Niet omstreden,
364,2569,Onleesbare OCR,
365,2569,Weet ik niet,
366,2569,Niet omstreden,
367,2569,Niet omstreden,
368,2569,Niet omstreden,
369,2569,Niet omstreden,
370,2569,Niet omstreden,
364,2568,Onleesbare OCR,
365,2568,Weet ik niet,
366,2568,Omstreden naar huidige maatstaven,
367,2568,Weet ik niet,
368,2568,Omstreden naar huidige maatstaven,
369,2568,Omstreden naar huidige maatstaven,
370,2568,Omstreden naar huidige maatstaven,
364,2567,Weet ik niet,
365,2567,Niet omstreden,
366,2567,Niet omstreden,
367,2567,Niet omstreden,
368,2567,Niet omstreden,
369,2567,Niet omstreden,
370,2567,Niet omstreden,
364,2566,Niet omstreden,
365,2566,Weet ik niet,
366,2566,Niet omstreden,
367,2566,Weet ik niet,slaven
368,2566,Niet omstreden,Slaven
369,2566,Niet omstreden,
370,2566,Niet omstreden,
364,2565,Niet omstreden,
365,2565,Niet omstreden,
366,2565,Niet omstreden,
367,2565,Niet omstreden,
368,2565,Niet omstreden,
369,2565,Niet omstreden,
370,2565,Niet omstreden,
364,2564,Niet omstreden,
365,2564,Niet omstreden,
366,2564,Niet omstreden,
367,2564,Niet omstreden,
368,2564,Niet omstreden,
369,2564,Niet omstreden,
370,2564,Niet omstreden,
364,2563,Niet omstreden,
365,2563,Weet ik niet,
366,2563,Niet omstreden,
367,2563,Weet ik niet,
368,2563,Niet omstreden,
369,2563,Omstreden naar huidige maatstaven,
370,2563,Niet omstreden,
364,2561,Omstreden naar huidige maatstaven,
365,2561,Niet omstreden,
366,2561,Niet omstreden,
367,2561,Onleesbare OCR,
368,2561,Onleesbare OCR,
369,2561,Niet omstreden,
370,2561,Niet omstreden,
364,2560,Niet omstreden,
365,2560,Omstreden naar huidige maatstaven,
366,2560,Omstreden naar huidige maatstaven,
367,2560,Omstreden naar huidige maatstaven,
368,2560,Omstreden naar huidige maatstaven,
369,2560,Omstreden naar huidige maatstaven,
370,2560,Omstreden naar huidige maatstaven,
364,2559,Niet omstreden,
365,2559,Niet omstreden,
366,2559,Weet ik niet,
367,2559,Weet ik niet,
368,2559,Omstreden naar huidige maatstaven,
369,2559,Niet omstreden,
370,2559,Niet omstreden,
364,2558,Weet ik niet,
365,2558,Weet ik niet,
366,2558,Weet ik niet,
367,2558,Weet ik niet,
368,2558,Omstreden naar huidige maatstaven,
369,2558,Niet omstreden,
370,2558,Niet omstreden,
364,2557,Niet omstreden,
365,2557,Niet omstreden,
366,2557,Niet omstreden,
367,2557,Niet omstreden,
368,2557,Niet omstreden,
369,2557,Niet omstreden,
370,2557,Niet omstreden,
364,2556,Niet omstreden,
365,2556,Niet omstreden,
366,2556,Niet omstreden,
367,2556,Niet omstreden,
368,2556,Niet omstreden,
369,2556,Niet omstreden,
370,2556,Niet omstreden,
364,2555,Onleesbare OCR,
365,2555,Niet omstreden,
366,2555,Niet omstreden,
367,2555,Niet omstreden,
368,2555,Omstreden naar huidige maatstaven,
369,2555,Niet omstreden,
370,2555,Niet omstreden,
364,2554,Omstreden naar huidige maatstaven,
365,2554,Niet omstreden,
366,2554,Niet omstreden,
367,2554,Niet omstreden,
368,2554,Niet omstreden,
369,2554,Niet omstreden,
370,2554,Niet omstreden,
364,2553,Omstreden naar huidige maatstaven,
365,2553,Niet omstreden,
366,2553,Niet omstreden,
367,2553,Niet omstreden,
368,2553,Niet omstreden,
369,2553,Niet omstreden,
370,2553,Niet omstreden,
364,2552,Niet omstreden,
365,2552,Weet ik niet,
366,2552,Niet omstreden,
367,2552,Onleesbare OCR,
368,2552,Niet omstreden,
369,2552,Omstreden naar huidige maatstaven,
370,2552,Niet omstreden,
364,2551,Niet omstreden,
365,2551,Niet omstreden,
366,2551,Niet omstreden,
367,2551,Niet omstreden,
368,2551,Niet omstreden,
369,2551,Omstreden naar huidige maatstaven,
370,2551,Niet omstreden,
364,2550,Weet ik niet,
365,2550,Niet omstreden,
366,2550,Niet omstreden,
367,2550,Niet omstreden,
368,2550,Niet omstreden,
369,2550,Niet omstreden,moeder de vrouw
370,2550,Niet omstreden,
360,2549,Niet omstreden,
361,2549,Omstreden naar huidige maatstaven,
362,2549,Niet omstreden,
363,2549,Weet ik niet,
360,2548,Niet omstreden,
361,2548,Niet omstreden,
362,2548,Niet omstreden,
363,2548,Weet ik niet,
360,2547,Niet omstreden,
361,2547,Omstreden naar huidige maatstaven,
362,2547,Omstreden naar huidige maatstaven,
363,2547,Weet ik niet,
360,2546,Weet ik niet,
361,2546,Weet ik niet,
362,2546,Weet ik niet,
363,2546,Omstreden naar huidige maatstaven,
360,2545,Niet omstreden,
361,2545,Niet omstreden,
362,2545,Niet omstreden,
363,2545,Niet omstreden,
360,2544,Niet omstreden,
361,2544,Niet omstreden,
362,2544,Niet omstreden,
363,2544,Niet omstreden,
360,2543,Niet omstreden,
361,2543,Niet omstreden,
362,2543,Niet omstreden,
363,2543,Niet omstreden,
360,2542,Omstreden naar huidige maatstaven,
361,2542,Omstreden naar huidige maatstaven,Blanke
362,2542,Omstreden naar huidige maatstaven,
363,2542,Omstreden naar huidige maatstaven,
360,2541,Niet omstreden,
361,2541,Niet omstreden,
362,2541,Niet omstreden,
363,2541,Niet omstreden,
360,2538,Weet ik niet,
361,2538,Weet ik niet,
362,2538,Weet ik niet,
363,2538,Omstreden naar huidige maatstaven,
360,2537,Niet omstreden,
361,2537,Niet omstreden,
362,2537,Niet omstreden,
363,2537,Weet ik niet,
360,2536,Onleesbare OCR,
361,2536,Onleesbare OCR,
362,2536,Onleesbare OCR,
363,2536,Onleesbare OCR,
360,2535,Niet omstreden,
361,2535,Niet omstreden,
362,2535,Niet omstreden,
363,2535,Niet omstreden,
360,2534,Niet omstreden,
361,2534,Niet omstreden,
362,2534,Niet omstreden,
363,2534,Onleesbare OCR,
360,2533,Weet ik niet,
361,2533,Weet ik niet,
362,2533,Weet ik niet,
363,2533,Omstreden naar huidige maatstaven,
360,2532,Niet omstreden,
361,2532,Niet omstreden,
362,2532,Niet omstreden,
363,2532,Weet ik niet,
360,2531,Onleesbare OCR,
361,2531,Niet omstreden,
362,2531,Onleesbare OCR,
363,2531,Onleesbare OCR,
360,2530,Omstreden naar huidige maatstaven,negers
361,2530,Omstreden naar huidige maatstaven,
362,2530,Niet omstreden,
363,2530,Omstreden naar huidige maatstaven,
360,2529,Niet omstreden,
361,2529,Niet omstreden,
362,2529,Niet omstreden,
363,2529,Weet ik niet,
360,2528,Niet omstreden,
361,2528,Niet omstreden,
362,2528,Niet omstreden,
363,2528,Niet omstreden,
360,2527,Omstreden naar huidige maatstaven,
361,2527,Omstreden naar huidige maatstaven,
362,2527,Omstreden naar huidige maatstaven,
363,2527,Omstreden naar huidige maatstaven,Hindoe koelies
360,2524,Niet omstreden,
361,2524,Niet omstreden,
362,2524,Niet omstreden,
363,2524,Niet omstreden,
360,2523,Niet omstreden,zwart
361,2523,Weet ik niet,
362,2523,Weet ik niet,
363,2523,Weet ik niet,
360,2522,Weet ik niet,
361,2522,Omstreden naar huidige maatstaven,
362,2522,Omstreden naar huidige maatstaven,
363,2522,Omstreden naar huidige maatstaven,
360,2520,Niet omstreden,
361,2520,Onleesbare OCR,
362,2520,Onleesbare OCR,
363,2520,Omstreden naar huidige maatstaven,
360,2519,Niet omstreden,
361,2519,Niet omstreden,
362,2519,Niet omstreden,
363,2519,Niet omstreden,
360,2518,Niet omstreden,
361,2518,Niet omstreden,
362,2518,Niet omstreden,
363,2518,Niet omstreden,
360,2517,Niet omstreden,
361,2517,Niet omstreden,
362,2517,Niet omstreden,
363,2517,Weet ik niet,
360,2516,Niet omstreden,
361,2516,Weet ik niet,
362,2516,Weet ik niet,
363,2516,Weet ik niet,
360,2515,Niet omstreden,
361,2515,Niet omstreden,
362,2515,Niet omstreden,
363,2515,Niet omstreden,
360,2514,Niet omstreden,
361,2514,Niet omstreden,
362,2514,Niet omstreden,
363,2514,Niet omstreden,
360,2513,Niet omstreden,
361,2513,Niet omstreden,
362,2513,Onleesbare OCR,
363,2513,Niet omstreden,
360,2512,Niet omstreden,
361,2512,Weet ik niet,
362,2512,Weet ik niet,
363,2512,Weet ik niet,
360,2511,Niet omstreden,
361,2511,Niet omstreden,
362,2511,Onleesbare OCR,
363,2511,Niet omstreden,
360,2510,Niet omstreden,
361,2510,Omstreden naar huidige maatstaven,
362,2510,Niet omstreden,
363,2510,Weet ik niet,
360,2509,Niet omstreden,
361,2509,Onleesbare OCR,
362,2509,Onleesbare OCR,
363,2509,Onleesbare OCR,
360,2508,Niet omstreden,
361,2508,Weet ik niet,
362,2508,Onleesbare OCR,
363,2508,Weet ik niet,
360,2507,Onleesbare OCR,
361,2507,Niet omstreden,
362,2507,Onleesbare OCR,
363,2507,Niet omstreden,
360,2506,Weet ik niet,Negers
361,2506,Omstreden naar huidige maatstaven,"Negers, Mohammedanen"
362,2506,Omstreden naar huidige maatstaven,
363,2506,Omstreden naar huidige maatstaven,"Mohammedanen, Negers"
360,2505,Niet omstreden,
361,2505,Niet omstreden,
362,2505,Niet omstreden,
363,2505,Niet omstreden,
360,2504,Niet omstreden,
361,2504,Niet omstreden,
362,2504,Niet omstreden,
363,2504,Niet omstreden,
360,2503,Onleesbare OCR,
361,2503,Niet omstreden,
362,2503,Onleesbare OCR,
363,2503,Niet omstreden,
360,2502,Niet omstreden,
361,2502,Niet omstreden,
362,2502,Niet omstreden,
363,2502,Niet omstreden,
360,2501,Niet omstreden,neger
361,2501,Omstreden naar huidige maatstaven,Neger
362,2501,Niet omstreden,
363,2501,Weet ik niet,"negers, neger"
360,2500,Onleesbare OCR,
361,2500,Omstreden naar huidige maatstaven,Kaffervrouw
362,2500,Onleesbare OCR,kaffervrouw
363,2500,Omstreden naar huidige maatstaven,"negenader, kaffervrouw"
355,2499,Onleesbare OCR,
356,2499,Omstreden naar huidige maatstaven,
357,2499,Onleesbare OCR,
358,2499,Weet ik niet,
359,2499,Niet omstreden,
355,2498,Niet omstreden,
356,2498,Niet omstreden,
357,2498,Niet omstreden,
358,2498,Niet omstreden,
359,2498,Niet omstreden,
355,2497,Onleesbare OCR,
356,2497,Weet ik niet,kan het nauwelijks lezen alleen het dichtgedrukte woord dus ik weet geen context
357,2497,Onleesbare OCR,
358,2497,Onleesbare OCR,
359,2497,Onleesbare OCR,
355,2496,Niet omstreden,
356,2496,Weet ik niet,
357,2496,Niet omstreden,
358,2496,Niet omstreden,
359,2496,Niet omstreden,
355,2495,Niet omstreden,
356,2495,Niet omstreden,
357,2495,Weet ik niet,
358,2495,Niet omstreden,
359,2495,Niet omstreden,
355,2494,Niet omstreden,
356,2494,Niet omstreden,
357,2494,Onleesbare OCR,
358,2494,Niet omstreden,
359,2494,Niet omstreden,
355,2493,Onleesbare OCR,
356,2493,Omstreden naar huidige maatstaven,
357,2493,Weet ik niet,
358,2493,Weet ik niet,
359,2493,Weet ik niet,
355,2492,Onleesbare OCR,
356,2492,Niet omstreden,
357,2492,Niet omstreden,
358,2492,Onleesbare OCR,
359,2492,Niet omstreden,
355,2491,Niet omstreden,
356,2491,Onleesbare OCR,
357,2491,Niet omstreden,
358,2491,Niet omstreden,
359,2491,Niet omstreden,
355,2490,Niet omstreden,
356,2490,Onleesbare OCR,
357,2490,Onleesbare OCR,
358,2490,Onleesbare OCR,
359,2490,Niet omstreden,
355,2489,Niet omstreden,
356,2489,Omstreden naar huidige maatstaven,
357,2489,Omstreden naar huidige maatstaven,
358,2489,Weet ik niet,
359,2489,Omstreden naar huidige maatstaven,
355,2488,Niet omstreden,
356,2488,Omstreden naar huidige maatstaven,
357,2488,Omstreden naar huidige maatstaven,
358,2488,Weet ik niet,
359,2488,Niet omstreden,
355,2487,Niet omstreden,
356,2487,Omstreden naar huidige maatstaven,
357,2487,Weet ik niet,
358,2487,Weet ik niet,
359,2487,Niet omstreden,
355,2486,Onleesbare OCR,
356,2486,Niet omstreden,
357,2486,Niet omstreden,
358,2486,Niet omstreden,
359,2486,Niet omstreden,
355,2485,Niet omstreden,
356,2485,Niet omstreden,
357,2485,Niet omstreden,
358,2485,Weet ik niet,
359,2485,Niet omstreden,
355,2484,Niet omstreden,
356,2484,Niet omstreden,
357,2484,Niet omstreden,
358,2484,Niet omstreden,
359,2484,Niet omstreden,
355,2483,Niet omstreden,
356,2483,Niet omstreden,
357,2483,Niet omstreden,
358,2483,Niet omstreden,
359,2483,Niet omstreden,
355,2482,Niet omstreden,
356,2482,Niet omstreden,"onvervalste nazi-taal en nazigeest,"
357,2482,Omstreden naar huidige maatstaven,
358,2482,Niet omstreden,
359,2482,Niet omstreden,
355,2481,Niet omstreden,
356,2481,Niet omstreden,
357,2481,Omstreden naar huidige maatstaven,
358,2481,Niet omstreden,
359,2481,Niet omstreden,
355,2480,Niet omstreden,
356,2480,Weet ik niet,
357,2480,Niet omstreden,
358,2480,Omstreden naar huidige maatstaven,
359,2480,Niet omstreden,
355,2479,Omstreden naar huidige maatstaven,
356,2479,Omstreden naar huidige maatstaven, 
357,2479,Omstreden naar huidige maatstaven,
358,2479,Weet ik niet,
359,2479,Niet omstreden,achterlijk
355,2478,Niet omstreden,
356,2478,Niet omstreden,
357,2478,Niet omstreden,
358,2478,Niet omstreden,
359,2478,Niet omstreden,
355,2477,Niet omstreden,
356,2477,Niet omstreden,
357,2477,Niet omstreden,
358,2477,Niet omstreden,
359,2477,Niet omstreden,
355,2476,Niet omstreden,
356,2476,Omstreden naar huidige maatstaven,
357,2476,Niet omstreden,
358,2476,Niet omstreden,
359,2476,Omstreden naar huidige maatstaven,
355,2475,Niet omstreden,
356,2475,Niet omstreden,zij' word in een beledigende context gezet
357,2475,Omstreden naar huidige maatstaven,
358,2475,Weet ik niet,
359,2475,Niet omstreden,
355,2473,Niet omstreden,
356,2473,Niet omstreden,
357,2473,Niet omstreden,
358,2473,Niet omstreden,
359,2473,Niet omstreden,
355,2472,Niet omstreden,
356,2472,Niet omstreden,
357,2472,Niet omstreden,
358,2472,Niet omstreden,
359,2472,Niet omstreden,
355,2471,Onleesbare OCR,
356,2471,Omstreden naar huidige maatstaven,
357,2471,Onleesbare OCR,
358,2471,Onleesbare OCR,
359,2471,Weet ik niet,
355,2470,Niet omstreden,
356,2470,Niet omstreden,
357,2470,Niet omstreden,
358,2470,Niet omstreden,
359,2470,Niet omstreden,
355,2469,Onleesbare OCR,
356,2469,Omstreden naar huidige maatstaven,inlandsche= beetje demigrerned naar mijn mening
357,2469,Niet omstreden,
358,2469,Niet omstreden,
359,2469,Niet omstreden,
355,2468,Niet omstreden,
356,2468,Omstreden naar huidige maatstaven,
357,2468,Niet omstreden,
358,2468,Niet omstreden,
359,2468,Niet omstreden,
355,2467,Niet omstreden,
356,2467,Niet omstreden,
357,2467,Niet omstreden,
358,2467,Niet omstreden,
359,2467,Niet omstreden,
355,2466,Niet omstreden,
356,2466,Omstreden naar huidige maatstaven,
357,2466,Niet omstreden,
358,2466,Omstreden naar huidige maatstaven,
359,2466,Omstreden naar huidige maatstaven,
355,2463,Niet omstreden,
356,2463,Omstreden naar huidige maatstaven,
357,2463,Weet ik niet,
358,2463,Omstreden naar huidige maatstaven,
359,2463,Niet omstreden,
355,2462,Niet omstreden,
356,2462,Niet omstreden,
357,2462,Omstreden naar huidige maatstaven,
358,2462,Niet omstreden,
359,2462,Niet omstreden,
355,2461,Onleesbare OCR,
356,2461,Weet ik niet,
357,2461,Omstreden naar huidige maatstaven,
358,2461,Weet ik niet,
359,2461,Omstreden naar huidige maatstaven,
355,2460,Onleesbare OCR,
356,2460,Omstreden naar huidige maatstaven,"gnomen, dwerg"
357,2460,Omstreden naar huidige maatstaven,"Ik ga er vanuit dat met ""dwergwu"" eigenlijk ""dwerg"" wordt bedoeld."
358,2460,Niet omstreden,
359,2460,Weet ik niet,
355,2458,Onleesbare OCR,
356,2458,Weet ik niet,
357,2458,Onleesbare OCR,
358,2458,Onleesbare OCR,
359,2458,Omstreden naar huidige maatstaven,
355,2457,Niet omstreden,
356,2457,Niet omstreden,
357,2457,Omstreden naar huidige maatstaven,
358,2457,Weet ik niet,
359,2457,Niet omstreden,
355,2456,Onleesbare OCR,
356,2456,Omstreden naar huidige maatstaven,niet-nederlandse tekst
357,2456,Onleesbare OCR,
358,2456,Onleesbare OCR,
359,2456,Niet omstreden,
355,2455,Niet omstreden,
356,2455,Omstreden naar huidige maatstaven,ilt 
357,2455,Omstreden naar huidige maatstaven,
358,2455,Niet omstreden,
359,2455,Niet omstreden,
355,2454,Niet omstreden,
356,2454,Niet omstreden,
357,2454,Niet omstreden,
358,2454,Niet omstreden,
359,2454,Niet omstreden,
355,2453,Niet omstreden,
356,2453,Omstreden naar huidige maatstaven,xa'= na
357,2453,Niet omstreden,
358,2453,Niet omstreden,
359,2453,Niet omstreden,
355,2452,Niet omstreden,
356,2452,Niet omstreden,
357,2452,Niet omstreden,
358,2452,Omstreden naar huidige maatstaven,
359,2452,Niet omstreden,
355,2451,Niet omstreden,
356,2451,Niet omstreden,onderste gedeelte van tekst is onleesbaar
357,2451,Niet omstreden,
358,2451,Niet omstreden,
359,2451,Niet omstreden,
349,2449,Omstreden naar huidige maatstaven,indos
350,2449,Niet omstreden,
351,2449,Niet omstreden,Indos 
352,2449,Niet omstreden,
353,2449,Niet omstreden,
354,2449,Niet omstreden,
401,2449,Niet omstreden,Nee
349,2448,Niet omstreden,
350,2448,Niet omstreden,
351,2448,Niet omstreden,
352,2448,Niet omstreden,
353,2448,Weet ik niet,
354,2448,Niet omstreden,
401,2448,Niet omstreden,Nee
349,2447,Niet omstreden,
350,2447,Niet omstreden,
351,2447,Niet omstreden,
352,2447,Niet omstreden,
353,2447,Niet omstreden,
354,2447,Niet omstreden,
401,2447,Niet omstreden,Nee
349,2446,Omstreden naar huidige maatstaven,
350,2446,Weet ik niet,
351,2446,Weet ik niet,
352,2446,Weet ik niet,
353,2446,Omstreden naar huidige maatstaven,
354,2446,Weet ik niet,
401,2446,Omstreden naar huidige maatstaven,Nee
349,2445,Niet omstreden,
350,2445,Niet omstreden,
351,2445,Niet omstreden,
352,2445,Niet omstreden,
353,2445,Niet omstreden,
354,2445,Niet omstreden,
401,2445,Niet omstreden,Nee
349,2444,Omstreden naar huidige maatstaven,
350,2444,Niet omstreden,
351,2444,Omstreden naar huidige maatstaven,
352,2444,Weet ik niet,
353,2444,Niet omstreden,
354,2444,Niet omstreden,
401,2444,Omstreden naar huidige maatstaven,Nee
349,2443,Niet omstreden,koelie
350,2443,Niet omstreden,
351,2443,Omstreden naar huidige maatstaven,Koelie
352,2443,Niet omstreden,
353,2443,Weet ik niet,
354,2443,Weet ik niet,koelie
401,2443,Omstreden naar huidige maatstaven,Nee
349,2441,Niet omstreden,
350,2441,Niet omstreden,
351,2441,Niet omstreden,
352,2441,Niet omstreden,
353,2441,Niet omstreden,
354,2441,Niet omstreden,
401,2441,Niet omstreden,Nee
349,2440,Niet omstreden,
350,2440,Niet omstreden,
351,2440,Niet omstreden,
352,2440,Niet omstreden,
353,2440,Niet omstreden,
354,2440,Niet omstreden,
401,2440,Niet omstreden,Nee
349,2439,Niet omstreden,
350,2439,Niet omstreden,
351,2439,Weet ik niet,
352,2439,Omstreden naar huidige maatstaven,
353,2439,Omstreden naar huidige maatstaven,
354,2439,Niet omstreden,
401,2439,Omstreden naar huidige maatstaven,Nee
349,2438,Niet omstreden,
350,2438,Niet omstreden,
351,2438,Niet omstreden,
352,2438,Niet omstreden,
353,2438,Weet ik niet,
354,2438,Niet omstreden,
401,2438,Niet omstreden,Nee
349,2437,Niet omstreden,
350,2437,Niet omstreden,
351,2437,Niet omstreden,
352,2437,Niet omstreden,
353,2437,Niet omstreden,
354,2437,Niet omstreden,
401,2437,Niet omstreden,Nee
349,2436,Weet ik niet,
350,2436,Niet omstreden,
351,2436,Niet omstreden,
352,2436,Weet ik niet,
353,2436,Weet ik niet,
354,2436,Weet ik niet,
401,2436,Omstreden naar huidige maatstaven,Nee
349,2435,Niet omstreden,
350,2435,Niet omstreden,
351,2435,Niet omstreden,
352,2435,Niet omstreden,
353,2435,Niet omstreden,
354,2435,Niet omstreden,
401,2435,Niet omstreden,Nee
349,2434,Niet omstreden,
350,2434,Niet omstreden,
351,2434,Niet omstreden,
352,2434,Niet omstreden,
353,2434,Omstreden naar huidige maatstaven,
354,2434,Niet omstreden,
401,2434,Niet omstreden,Nee
349,2433,Omstreden naar huidige maatstaven,kebon erfkoelie kokkie
350,2433,Weet ik niet,
351,2433,Niet omstreden,"Kokkie, erfkoelie"
352,2433,Niet omstreden,
353,2433,Weet ik niet,
354,2433,Niet omstreden,
401,2433,Omstreden naar huidige maatstaven,kebon
349,2432,Omstreden naar huidige maatstaven,
350,2432,Niet omstreden,
351,2432,Niet omstreden,Inlander
352,2432,Niet omstreden,
353,2432,Omstreden naar huidige maatstaven,
354,2432,Niet omstreden,
401,2432,Omstreden naar huidige maatstaven,indo
349,2431,Niet omstreden,
350,2431,Niet omstreden,
351,2431,Niet omstreden,
352,2431,Niet omstreden,
353,2431,Niet omstreden,
354,2431,Niet omstreden,
401,2431,Niet omstreden,Nee
349,2430,Omstreden naar huidige maatstaven,neger 
350,2430,Niet omstreden,Neger
351,2430,Omstreden naar huidige maatstaven,Neger
352,2430,Weet ik niet,neger
353,2430,Weet ik niet,
354,2430,Weet ik niet,
401,2430,Omstreden naar huidige maatstaven,neger
349,2429,Omstreden naar huidige maatstaven,Djoeka's
350,2429,Omstreden naar huidige maatstaven,
351,2429,Omstreden naar huidige maatstaven,
352,2429,Omstreden naar huidige maatstaven,
353,2429,Omstreden naar huidige maatstaven,
354,2429,Omstreden naar huidige maatstaven,djoeka's
401,2429,Omstreden naar huidige maatstaven,Nee
349,2428,Niet omstreden,
350,2428,Niet omstreden,
351,2428,Niet omstreden,
352,2428,Niet omstreden,
353,2428,Niet omstreden,
354,2428,Niet omstreden,
401,2428,Niet omstreden,Nee
349,2427,Omstreden naar huidige maatstaven,
350,2427,Niet omstreden,
351,2427,Niet omstreden,
352,2427,Niet omstreden,
353,2427,Omstreden naar huidige maatstaven,
354,2427,Niet omstreden,
401,2427,Niet omstreden,Nee
349,2426,Onleesbare OCR,
350,2426,Niet omstreden,
351,2426,Niet omstreden,
352,2426,Onleesbare OCR,
353,2426,Niet omstreden,
354,2426,Niet omstreden,
401,2426,Niet omstreden,Nee
349,2425,Niet omstreden,
350,2425,Niet omstreden,
351,2425,Niet omstreden,
352,2425,Niet omstreden,
353,2425,Weet ik niet,
354,2425,Niet omstreden,
401,2425,Niet omstreden,Nee
349,2424,Niet omstreden,
350,2424,Niet omstreden,
351,2424,Niet omstreden,
352,2424,Niet omstreden,
353,2424,Niet omstreden,
354,2424,Niet omstreden,
401,2424,Niet omstreden,Nee
349,2423,Omstreden naar huidige maatstaven,teringachtig onbeschaafde
350,2423,Omstreden naar huidige maatstaven,
351,2423,Niet omstreden,Onbeschaafde Indiaan
352,2423,Omstreden naar huidige maatstaven,(onbeschaafde) indiaan
353,2423,Niet omstreden,
354,2423,Niet omstreden,
401,2423,Niet omstreden,Indiaan
349,2422,Niet omstreden,
350,2422,Niet omstreden,
351,2422,Niet omstreden,
352,2422,Niet omstreden,
353,2422,Niet omstreden,
354,2422,Niet omstreden,
401,2422,Niet omstreden,Nee
349,2421,Niet omstreden,
350,2421,Omstreden naar huidige maatstaven,
351,2421,Niet omstreden,
352,2421,Niet omstreden,
353,2421,Niet omstreden,
354,2421,Niet omstreden,
401,2421,Niet omstreden,Nee
349,2420,Niet omstreden,
350,2420,Niet omstreden,
351,2420,Niet omstreden,
352,2420,Niet omstreden,
353,2420,Niet omstreden,
354,2420,Niet omstreden,
401,2420,Niet omstreden,Nee
349,2419,Niet omstreden,
350,2419,Niet omstreden,
351,2419,Niet omstreden,
352,2419,Niet omstreden,
353,2419,Niet omstreden,
354,2419,Niet omstreden,
401,2419,Niet omstreden,Nee
349,2417,Niet omstreden,
350,2417,Niet omstreden,
351,2417,Niet omstreden,
352,2417,Niet omstreden,
353,2417,Niet omstreden,
354,2417,Niet omstreden,
401,2417,Niet omstreden,Nee
349,2416,Niet omstreden,
350,2416,Omstreden naar huidige maatstaven,
351,2416,Niet omstreden,
352,2416,Niet omstreden,
353,2416,Omstreden naar huidige maatstaven,
354,2416,Niet omstreden,
401,2416,Niet omstreden,Nee
349,2415,Weet ik niet,
350,2415,Niet omstreden,Mongolen
351,2415,Niet omstreden,
352,2415,Niet omstreden,
353,2415,Niet omstreden,
354,2415,Niet omstreden,
401,2415,Niet omstreden,Nee
349,2413,Niet omstreden,
350,2413,Niet omstreden,
351,2413,Niet omstreden,
352,2413,Niet omstreden,
353,2413,Niet omstreden,
354,2413,Niet omstreden,
401,2413,Niet omstreden,Nee
349,2410,Omstreden naar huidige maatstaven,
350,2410,Niet omstreden,
351,2410,Omstreden naar huidige maatstaven,
352,2410,Niet omstreden,
353,2410,Niet omstreden,
354,2410,Niet omstreden,
401,2410,Niet omstreden,Nee
349,2409,Niet omstreden,
350,2409,Omstreden naar huidige maatstaven,
351,2409,Weet ik niet,
352,2409,Niet omstreden,
353,2409,Omstreden naar huidige maatstaven,
354,2409,Omstreden naar huidige maatstaven,
401,2409,Niet omstreden,Nee
349,2408,Onleesbare OCR,
350,2408,Niet omstreden,
351,2408,Niet omstreden,
352,2408,Niet omstreden,
353,2408,Niet omstreden,
354,2408,Weet ik niet,
401,2408,Niet omstreden,Nee
349,2407,Omstreden naar huidige maatstaven,
350,2407,Niet omstreden,"Varken, moordenaar, dief"
351,2407,Niet omstreden,
352,2407,Niet omstreden,
353,2407,Weet ik niet,
354,2407,Niet omstreden,
401,2407,Omstreden naar huidige maatstaven,Nee
349,2406,Omstreden naar huidige maatstaven,
350,2406,Niet omstreden,
